$780,000
$615,000
$775,000
$702,000
$720,000
$920,000
$617,500
$1,100,000
$755,000
$499,000
$660,000

$767,000
$690,000
$815,000

$595,000
$1,175,000


$780,000
$615,000
$775,000
$702,000
$720,000
$920,000
$617,500
$1,100,000
$755,000
$499,000
$660,000

$767,000
$690,000
$815,000

$595,000
$1,175,000


$785,500
$560,000

$851,000
$668,200
$2,150,000



$1,008,000
$650,000
$750,000


$875,000
$661,500
$320,000
$803,000

$710,000

$510,000
$670,000
$756,000
$755,000
$595,000

$780,000
$520,000
$810,000



$450,000
$670,000
$420,000
$850,000

$730,000
$650,000
$750,000



$845,000
$251,500


$580,000
$710,000

$660,000
$575,000
$920,000
$610,000




$495,000
$735,000
$495,000
$710,000
$630,000

$552,000
$786,000

$715,000

$670,000
$720,000

$450,000
$731,000

$440,000
$860,000
$701,000
$510,000
$660,000
$620,000

$870,000
$693,500
$845,000
$525,000




$682,000


$630,000
$371,000

$1,030,000

$480,000
$587,500
$575,000
$903,000


$710,000
$551,000

$705,000

$635,000

$837,000
$880,000
$735,000
$710,000


$681,000

$620,000
$750,000
$680,000
$745,000

$865,000
$627,500
$760,000
$694,750
$665,000
$730,000
$640,000
$515,000
$695,000

$500,000

$312,000

$515,000
$605,000
$478,000
$950,000



$765,000
$721,000
$720,000



$876,000

$741,000
$720,000


$711,000
$550,000


$675,000
$585,000
$640,000


$468,000

$820,000
$683,500


$450,000

$522,500
$570,000
$880,000

$520,000

$590,000
$586,000
$450,000
$389,000
$490,000
$630,000
$490,000
$332,000
$490,000

$450,000
$680,000
$655,000
$670,000
$590,000
$732,000
$820,000


$685,000
$681,000
$905,000
$755,000
$812,000
$515,000

$580,000
$581,550




$555,500




$617,000
$500,000




$560,000


$675,000




$595,000


$626,000
$525,000


$510,000

$500,000




$680,000

$630,000


$639,000
$380,000
$223,000


$560,000
$495,000



$850,000

$670,000

$580,000
$500,000



$520,000
$680,000
$577,813
$665,000

$435,000

$715,000

$807,500
$725,000


$521,000
$652,000
$655,000







$450,000

$572,000


$427,000
$570,000
$345,000


$365,000
$590,000

$607,000
$464,200
$580,000
$590,000
$579,000

$652,000




$540,000

$645,000
$700,000


$529,000
$555,000
$312,000

$500,000
$577,000
$530,000
$564,000




$585,000

$580,000
$585,000

$512,500
$505,500






$610,000


$594,500
$495,000


$345,000
$520,000
$595,000



$445,000

$1,060,000

$622,000
$378,000

$605,000
$2,231,000
$442,600
$785,000
$447,000
$620,000
$589,000
$570,000
$467,500
$515,000

$693,000


$500,000
$640,000

$585,000
$620,000
$620,000
$546,000



$583,000
$428,000

$340,000







$880,000

$690,000
$527,000
$460,000


$568,000
$550,000
$705,000




$470,000



$435,000

$580,000

$700,000
$545,000
$658,000


$560,000
$560,000


$533,000
$604,000
$580,000
$500,000
$570,000


$590,000


$870,000




$605,000
$560,000
$441,000
$420,000

$525,000
$505,000

$418,000
$830,000

$700,000
$825,000














$646,000

$592,500
$600,000

$816,000

$425,000
$795,000
$680,000



$550,000

$490,000
$575,000
$388,000

$390,000
$590,000


$540,000
$515,000
$652,000


$720,000
$635,000

$190,000
$675,000
$535,000
$580,000



$680,000
$535,500

$439,000
$370,000

$630,000

$600,000
$515,000
$268,000

$185,000
$338,000
$425,000

$390,000

$1,180,000


$440,000

$500,000

$640,000
$840,000
$738,000

$542,500


$758,000
$431,000
$440,000
$570,000
$600,000

$535,000
$670,000
$722,000



$550,000
$440,000
$530,000




$640,000

$470,000
$611,000


$530,000
$933,000
$505,000
$450,000


$545,000
$465,000
$530,000
$606,000
$776,000

$635,000
$465,000
$820,000
$543,000





$620,000

$335,000

$468,000
$595,000


$580,000





$500,000



$605,000
$535,000

$720,000
$590,000

$760,000
$410,000
$589,000




$505,000
$444,000
$454,000



$535,000






$445,000
$445,000

$373,000

$525,000


$625,000
$400,000

$620,000
$455,000
$378,000
$210,000



$475,000
$385,000
$575,000
$613,000
$480,000
$491,000
