$885,000
$905,000
$517,000
$640,000
$661,000
$735,000
$741,000
$710,000
$731,000
$605,000
$1,047,000
$672,880
$671,000
$635,000
$635,000
$695,000
$950,000
$615,000
$580,000
$650,000
Contact Agent
$885,000
$905,000
$517,000
$640,000
$661,000
$735,000
$741,000
$710,000
$731,000
$605,000
$1,047,000
$672,880
$671,000
$635,000
$635,000
$695,000
$950,000
$615,000
$580,000
$650,000
Contact Agent
$650,000
$1,300,000
$600,000
$568,000
$562,500
$495,000
$640,500
$655,000
$589,000
$640,000
$1,370,000
$700,000
$697,500
$542,000
$1,275,000
$550,000
$570,000
$800,000
$465,000
$280,000
$446,500
$713,000
$620,000
$550,000
$640,000
$662,000
$720,000
$695,000
$865,000
$493,000
$700,500
$860,000
$687,000
$675,000
$626,000
$640,000
$945,000
$785,000
$800,000
$415,000
$650,000
$1,260,000
$660,000
$1,300,000
$965,000
$650,000
$690,000
$817,000
$800,000
$670,000
$622,000
$672,000
$668,000
$788,000
$582,500
$597,000
$890,000
$565,000
$585,000
$586,000
$656,000
$622,500
Contact Agent
$580,000
$540,000
$570,000
$661,000
$1,005,000
$665,000
$573,000
$722,100
$660,000
$655,000
$587,000
$523,000
$705,000
$670,000
$601,000
$770,000
$640,000
$580,000
$645,000
$860,000
$641,000
$640,000
$565,000
$606,000
$598,000
$848,500
$620,000
$580,000
$526,500
$561,000
$640,000
$824,000
$625,000
$742,000
$1,050,000
$652,000
$810,000
$570,000
$550,000
$515,000
$630,000
Contact Agent
$475,000
$561,000
$470,000
$745,000
$551,000
$815,000
$620,000
$651,000
$426,000
$685,000
$570,000
$635,000
$675,000
$575,500
$725,000
$680,000
$582,000
$650,500
$620,000
$592,000
Contact Agent
$569,000
$485,000
$605,000
$920,000
$456,611
$675,000
$616,000
$456,111
$970,000
$675,000
$540,000
$562,000
$850,000
$630,000
$701,250
$462,500
$590,000
$483,000
$636,500
$1,005,000
$655,000
$600,000
$512,500
$581,500
$746,000
$546,000
$526,000
$675,000
$700,500
$700,000
$705,000
$470,000
$550,000
$616,000
$490,000
$530,000
$622,000
$858,500
$675,000
$546,000
$586,500
Contact Agent
$675,000
$675,000
$685,500
$690,000
$675,000
$598,000
$557,000
$608,888
$689,500
$560,000
$655,000
$590,000
$423,000
$640,000
$542,000
$518,000
$552,000
$597,000
$585,000
$582,000
Contact Agent
$965,000
$735,000
$586,000
$585,000
$535,000
$625,000
$398,000
$575,000
$497,000
$749,000
$505,000
$563,000
$615,500
$626,000
$535,000
$555,000
$565,000
$453,000
$475,000
$564,000
Contact Agent
$1,175,000
$710,000
$540,000
$550,000
$576,000
$385,000
$470,000
$560,000
$710,000
$535,000
$540,000
$560,000
$512,000
$520,000
$510,000
$546,000
$480,000
$520,000
$476,300
$512,000
Contact Agent
$722,000
$480,000
$550,000
$437,000
$470,000
$518,000
$542,588
$490,000
$495,000
$525,000
$578,000
$745,000
$390,000
$510,000
$495,000
$533,000
$212,500
$610,000
$405,000
$490,000
$925,000
$458,000
$420,000
$520,000
$491,000
$489,000
$511,500
$456,000
$398,000
$525,000
$435,000
$447,500
$500,000
$530,000
$598,000
$457,000
$490,000
$550,000
$790,000
$480,000
$475,000
$565,000
$555,000
$465,000
$631,000
$487,000
$540,000
$495,000
$475,000
$667,500
$235,000
$520,000
$485,000
$580,000
$595,000
$476,000
$685,000
$443,500
$405,000
$395,000
$455,000
$590,000
Contact Agent
$520,057
$468,000
$495,000
$445,000
$580,000
$545,000
$535,000
$404,000
$490,000
$546,000
$557,000
$445,000
$432,500
$400,000
$520,000
$550,000
$755,000
$559,000
$490,000
$473,000
Contact Agent
$395,000
$510,000
$390,000
$540,000
$485,000
$495,000
$403,000
$545,000
$505,000
$452,000
$696,000
$545,000
$515,000
$486,000
$555,000
$514,000
$560,000
$500,000
$520,000
$505,000
Contact Agent
$580,000
$440,000
$512,000
$652,000
$515,000
$571,000
$630,000
$516,000
$585,000
$600,000
$585,000
$505,000
$587,000
$511,000
$425,000
$580,000
$751,000
$573,000
$580,000
$600,000
Contact Agent
$385,000
$485,000
$550,000
$493,000
$514,000
$680,000
$413,500
$475,000
$500,000
$425,000
$500,000
$463,000
$475,000
$575,000
$661,000
$450,000
$540,000
$520,000
$495,000
$455,000
$1,195,000
$465,000
$578,500
$390,000
$445,000
$533,000
$451,000
$455,000
$728,000
$435,000
$740,000
$436,000
$520,000
$545,000
$510,000
$555,000
$525,000
$470,000
$508,000
$475,000
$452,500
Contact Agent
$433,000
$532,200
$454,000
$445,000
$401,000
$570,000
$455,000
$475,000
$415,000
$460,000
$560,000
$533,000
$508,000
$505,000
$427,000
$440,000
$320,000
$490,000
$603,000
$480,000
Contact Agent
$735,000
$515,000
$443,000
$750,000
$610,000
$505,000
$1,101,000
$640,000
$491,000
$593,000
$413,000
$582,500
$465,000
$395,000
$515,000
$343,000
$400,000
$702,500
$515,000
$660,000
Contact Agent
$539,000
$465,000
$542,500
$360,000
$360,000
$580,000
$955,000
$393,000
$589,000
$615,500
$635,000
$588,000
$667,000
$565,000
$387,500
$357,000
$512,000
$500,000
$392,500
$399,000
Contact Agent
$372,000
$350,000
$466,000
$600,000
$450,000
$328,000
$540,000
$490,000
$405,000
$410,000
$460,000
$420,000
$385,000
$473,000
$490,000
$438,000
$450,000
$432,000
$552,000
$430,000
Contact Agent
$530,000
$670,000
$390,000
$455,000
$500,000
$342,000
$455,000
$525
$401,000
$460,000
$448,000
$525,000
$425,000
$530,000
$370,000
$501,000
$445
$287,500
$425,000
$438,000
Contact Agent
$423,000
$481,000
$389,000
$545,000
$430,000
$350,000
$418,000
$445,000
$335,000
$290,000
$392,000
$382,500
$388,000
$490,000
$507,000
$419,000
$400,500
$352,000
$770,000
$528,000
Contact Agent
$480,000
Contact Agent
Contact Agent
Contact Agent
Contact Agent
Contact Agent
Contact Agent
Contact Agent
Contact Agent
Contact Agent
Contact Agent
Contact Agent
Contact Agent
Contact Agent
Contact Agent
Contact Agent
Contact Agent
Contact Agent
Contact Agent
Contact Agent
Contact Agent
Contact Agent
Contact Agent
Contact Agent
Contact Agent

Contact Agent
Contact Agent
Contact Agent
Contact Agent
Contact Agent

Contact Agent
Contact Agent
Contact Agent
Contact Agent


Contact Agent
Contact Agent

$875,000


Contact Agent



Contact Agent



Contact Agent

Contact Agent

Contact Agent

... $570,000 - $670,000
Contact Agent


Contact Agent

Contact Agent










Contact Agent


Contact Agent


Contact Agent

Contact Agent




Contact Agent



Contact Agent
Contact Agent
Contact Agent

Contact Agent

Contact Agent


Contact Agent
... $695,000 - $815,000

$615,000




Contact Agent

Contact Agent



Contact Agent


Contact Agent

Contact Agent
Contact Agent
Contact Agent
Contact Agent
Contact Agent
$610,000
Contact Agent
Contact Agent
